"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Main Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","% of Life Remaining(Toner)","A4/Letter","Legal/Folio","B5/Executive","A5","Others","Plain/Recycled","List","Copy","Print","ADF Scan","Flatbed Scan","Replace Count(Toner)","Replace Count(Drum Unit)","Total Paper Jams","Jam Tray","Jam Inside 1","Jam Inside 2","Total Paper Jams(ADF)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRW105BADC69BD9","Brother DCP-1610NW series","","","192.168.120.17","U63980F9N170546","G","32","9361","9361","639","7.00","100","8848","511","1","0","1","9361","1","500","8860","157","382","11","0","25","0","24","1","1","Atasco interno 1","Sin t∆ner","Sustituir t∆ner","Toner bajo.","Sin t∆ner","Impos. Impri. ZC","Atasco interno 1","Sin t∆ner","Atasco interno 1","Sin t∆ner","9346","9292","9292","9239","9175","9135","9047","9045","9045","9044",
